,IP,Pit,Str,BA,OBP,SLG,OPS,SO
16762,6.0,93.0,65.0,0.245,0.324,0.436,0.76,9.0
16763,9.0,90.0,66.0,0.237,0.3,0.397,0.697,5.0
16764,6.0,86.0,56.0,0.256,0.329,0.414,0.743,4.0
16765,6.0,105.0,69.0,0.257,0.33,0.418,0.748,7.0
16766,6.0,98.0,68.0,0.234,0.305,0.387,0.692,5.0
16767,7.0,106.0,67.0,0.237,0.316,0.389,0.705,7.0
16768,5.0,100.0,64.0,0.24,0.318,0.399,0.717,9.0
16769,7.0,80.0,50.0,0.23,0.315,0.394,0.71,6.0
16770,5.0,92.0,55.0,0.233,0.302,0.37,0.671,7.0
16771,5.0,91.0,59.0,0.228,0.3,0.354,0.654,5.0
16772,5.0,74.0,48.0,0.229,0.308,0.37,0.678,5.0
16773,7.0,98.0,68.0,0.226,0.298,0.377,0.676,7.0
16774,6.0,94.0,65.0,0.237,0.307,0.376,0.683,6.0
16775,6.0,92.0,65.0,0.238,0.337,0.404,0.741,4.0
16776,3.2,92.0,64.0,0.252,0.32,0.39,0.709,4.0
16777,7.0,87.0,54.0,0.229,0.302,0.342,0.643,7.0
16778,6.0,80.0,50.0,0.235,0.322,0.355,0.678,2.0
16779,6.0,89.0,55.0,0.239,0.306,0.406,0.712,8.0
16780,5.0,80.0,50.0,0.248,0.316,0.381,0.697,4.0
16781,4.0,86.0,56.0,0.24,0.318,0.373,0.692,6.0
16782,2.0,80.0,50.0,0.25,0.347,0.381,0.728,3.0
16783,5.0,80.0,50.0,0.25,0.333,0.306,0.639,3.0
16784,5.0,80.0,57.0,0.277,0.355,0.462,0.816,0.0
16785,5.0,80.0,50.0,0.267,0.335,0.442,0.777,3.0
16786,5.0,93.0,56.0,0.257,0.319,0.434,0.753,4.0
16787,6.0,97.0,61.0,0.249,0.337,0.462,0.799,5.0
16788,5.0,91.0,61.0,0.259,0.342,0.45,0.793,5.0
16789,6.1,103.0,67.0,0.238,0.321,0.394,0.715,5.0
16790,5.0,91.0,55.0,0.229,0.332,0.402,0.734,7.0
16791,6.0,80.0,50.0,0.227,0.283,0.388,0.671,6.0
16792,6.2,85.0,57.0,0.219,0.322,0.388,0.71,3.0
16793,5.0,67.0,39.0,0.231,0.268,0.338,0.606,7.0
16794,5.1,65.0,51.0,0.24,0.303,0.394,0.697,5.0
16795,2.1,65.0,34.0,0.263,0.34,0.454,0.794,2.0
16796,5.0,79.0,50.0,0.248,0.323,0.43,0.754,2.0
16797,7.0,90.0,61.0,0.264,0.34,0.454,0.794,5.0
16798,6.0,90.0,62.0,0.254,0.307,0.4,0.707,9.0
16799,5.0,95.0,59.0,0.257,0.327,0.436,0.763,11.0
16800,5.0,80.0,50.0,0.261,0.341,0.475,0.817,5.0
16801,6.0,100.0,60.0,0.254,0.325,0.436,0.761,8.0
16802,5.1,94.0,61.0,0.27,0.336,0.5,0.837,4.0
16803,6.0,75.0,52.0,0.246,0.315,0.423,0.737,10.0
16804,5.1,89.0,58.0,0.244,0.321,0.418,0.739,4.0
16805,5.0,78.0,46.0,0.247,0.326,0.446,0.772,6.0
16806,5.0,96.0,66.0,0.24,0.297,0.358,0.655,5.0
16807,5.0,81.0,54.0,0.255,0.327,0.433,0.76,7.0
16808,6.0,80.0,50.0,0.252,0.336,0.445,0.781,6.0
16809,6.0,101.0,63.0,0.252,0.326,0.426,0.752,8.0
16810,4.2,98.0,61.0,0.244,0.323,0.421,0.743,6.0
16811,6.0,80.0,50.0,0.235,0.295,0.349,0.644,4.0
16812,4.0,80.0,50.0,0.255,0.315,0.401,0.716,7.0
16813,5.2,80.0,50.0,0.249,0.323,0.414,0.737,3.0
16814,6.0,94.0,61.0,0.221,0.284,0.369,0.653,5.0
16815,6.0,79.0,50.0,0.248,0.334,0.433,0.767,5.0
16816,5.0,95.0,62.0,0.259,0.323,0.454,0.777,5.0
16817,1.0,35.0,19.0,0.259,0.346,0.459,0.805,7.0
16818,7.0,85.0,58.0,0.218,0.279,0.396,0.675,1.0
16819,5.1,87.0,59.0,0.237,0.295,0.401,0.696,7.0
16820,6.1,101.0,63.0,0.215,0.306,0.331,0.637,8.0
16821,6.0,80.0,50.0,0.275,0.337,0.485,0.822,6.0
16822,6.0,90.0,57.0,0.216,0.281,0.339,0.62,3.0
16823,6.0,80.0,50.0,0.307,0.398,0.484,0.881,4.0
16824,0.2,25.0,13.0,0.236,0.384,0.562,0.946,5.0
16825,1.0,80.0,50.0,0.226,0.351,0.516,0.867,0.0
16826,3.0,63.0,42.0,0.26,0.316,0.407,0.724,4.0
16827,2.0,26.0,18.0,0.251,0.326,0.419,0.746,2.0
16828,5.0,82.0,55.0,0.27,0.339,0.494,0.833,0.0
16829,6.0,78.0,48.0,0.267,0.336,0.491,0.827,4.0
16830,4.2,80.0,52.0,0.26,0.323,0.424,0.746,5.0
16831,6.0,93.0,65.0,0.248,0.326,0.398,0.724,3.0
16832,5.2,87.0,59.0,0.24,0.318,0.398,0.715,7.0
16833,5.0,88.0,50.0,0.264,0.332,0.439,0.77,2.0
16834,6.0,85.0,56.0,0.247,0.325,0.405,0.73,3.0
16835,7.0,98.0,65.0,0.224,0.306,0.357,0.663,4.0
16836,6.1,86.0,60.0,0.252,0.33,0.389,0.719,6.0
16837,6.0,79.0,52.0,0.266,0.332,0.421,0.753,5.0
16838,5.0,83.0,54.0,0.242,0.316,0.41,0.726,0.0
16839,1.0,31.0,18.0,0.213,0.282,0.356,0.638,3.0
16840,2.0,29.0,21.0,0.23,0.303,0.373,0.676,0.0
16841,4.2,76.0,47.0,0.216,0.29,0.351,0.641,0.0
16842,5.0,68.0,40.0,0.266,0.345,0.493,0.837,4.0
16843,4.2,69.0,50.0,0.244,0.326,0.418,0.744,2.0
16844,5.0,78.0,52.0,0.254,0.319,0.422,0.741,3.0
16845,3.1,60.0,36.0,0.243,0.32,0.458,0.778,2.0
16846,2.0,57.0,30.0,0.217,0.326,0.384,0.71,3.0
16847,2.2,80.0,50.0,0.236,0.315,0.38,0.695,1.0
16848,5.0,91.0,57.0,0.247,0.322,0.428,0.75,1.0
16849,4.0,75.0,40.0,0.248,0.324,0.431,0.754,6.0
16850,6.0,80.0,50.0,0.263,0.34,0.453,0.792,1.0
16851,6.0,102.0,64.0,0.254,0.308,0.398,0.706,8.0
16852,6.0,97.0,58.0,0.267,0.327,0.454,0.781,5.0
16853,7.0,92.0,60.0,0.24,0.297,0.366,0.663,4.0
16854,1.1,64.0,37.0,0.257,0.327,0.439,0.766,9.0
16855,7.0,80.0,50.0,0.239,0.295,0.367,0.662,2.0
16856,5.0,80.0,50.0,0.246,0.316,0.421,0.737,7.0
16857,6.2,80.0,50.0,0.258,0.334,0.438,0.771,5.0
16858,6.0,109.0,67.0,0.248,0.312,0.405,0.717,6.0
16859,5.2,80.0,50.0,0.255,0.329,0.435,0.764,6.0
16860,6.0,80.0,50.0,0.241,0.306,0.43,0.736,5.0
16861,6.0,80.0,50.0,0.239,0.296,0.355,0.652,6.0
16862,3.1,84.0,52.0,0.253,0.326,0.432,0.758,6.0
16863,4.0,93.0,53.0,0.253,0.336,0.448,0.785,4.0
16864,4.0,80.0,50.0,0.252,0.326,0.427,0.753,2.0
16865,6.0,80.0,50.0,0.257,0.315,0.407,0.722,3.0
16866,6.0,98.0,65.0,0.234,0.294,0.347,0.641,2.0
16867,5.0,94.0,59.0,0.227,0.29,0.378,0.668,5.0
16868,5.0,98.0,60.0,0.253,0.337,0.415,0.751,6.0
16869,5.2,94.0,57.0,0.222,0.285,0.369,0.654,1.0
16870,5.0,80.0,50.0,0.258,0.341,0.423,0.764,6.0
16871,6.0,84.0,55.0,0.257,0.323,0.454,0.776,4.0
16872,6.0,103.0,63.0,0.221,0.284,0.318,0.602,4.0
16873,7.0,100.0,66.0,0.22,0.281,0.401,0.682,4.0
16874,6.0,93.0,53.0,0.2,0.274,0.368,0.642,8.0
16875,4.2,106.0,60.0,0.209,0.302,0.323,0.625,7.0
16876,6.0,92.0,55.0,0.268,0.355,0.442,0.796,6.0
16877,5.0,80.0,50.0,0.219,0.283,0.35,0.633,6.0
16878,5.0,91.0,53.0,0.33,0.42,0.505,0.925,3.0
16879,5.0,80.0,50.0,0.226,0.351,0.516,0.867,7.0
16880,5.0,88.0,56.0,0.247,0.322,0.428,0.75,7.0
16881,6.0,80.0,50.0,0.263,0.339,0.455,0.794,5.0
16882,6.0,91.0,55.0,0.264,0.34,0.456,0.796,4.0
16883,5.0,89.0,52.0,0.236,0.303,0.424,0.727,7.0
16884,6.0,80.0,50.0,0.237,0.304,0.426,0.729,6.0
16885,7.0,101.0,69.0,0.24,0.296,0.365,0.661,1.0
16886,6.2,95.0,55.0,0.261,0.342,0.476,0.818,5.0
16887,7.0,80.0,50.0,0.24,0.296,0.368,0.664,4.0
16888,7.0,93.0,58.0,0.27,0.336,0.5,0.836,6.0
16889,7.0,80.0,50.0,0.257,0.334,0.438,0.771,3.0
16890,4.2,88.0,60.0,0.243,0.321,0.417,0.738,3.0
16891,6.0,80.0,50.0,0.256,0.33,0.435,0.765,5.0
16892,7.0,83.0,62.0,0.242,0.306,0.428,0.734,4.0
16893,4.2,80.0,50.0,0.244,0.323,0.42,0.743,9.0
16894,6.1,93.0,66.0,0.253,0.326,0.433,0.759,6.0
16895,2.0,21.0,16.0,0.254,0.327,0.436,0.762,4.0
16896,6.0,68.0,49.0,0.25,0.324,0.422,0.745,1.0
16897,5.0,80.0,50.0,0.257,0.315,0.407,0.722,2.0
16898,8.0,99.0,67.0,0.235,0.296,0.349,0.645,3.0
16899,6.2,100.0,68.0,0.226,0.289,0.375,0.664,6.0
16900,6.0,81.0,58.0,0.256,0.338,0.421,0.76,5.0
16901,8.0,94.0,63.0,0.221,0.284,0.371,0.655,5.0
16902,7.0,93.0,57.0,0.26,0.343,0.423,0.766,7.0
16903,6.0,102.0,60.0,0.26,0.326,0.458,0.784,3.0
16904,7.0,80.0,50.0,0.222,0.285,0.322,0.607,4.0
16905,6.0,81.0,57.0,0.22,0.283,0.397,0.68,6.0
16906,5.2,80.0,50.0,0.199,0.27,0.372,0.641,8.0
16907,5.0,80.0,50.0,0.268,0.332,0.471,0.803,7.0
16908,4.1,88.0,47.0,0.253,0.333,0.413,0.746,6.0
16909,4.1,81.0,53.0,0.262,0.329,0.419,0.748,2.0
16910,6.0,87.0,54.0,0.239,0.318,0.403,0.721,5.0
16911,5.2,95.0,58.0,0.258,0.333,0.445,0.778,2.0
16912,6.2,91.0,60.0,0.262,0.319,0.392,0.711,8.0
16913,6.0,88.0,60.0,0.243,0.308,0.365,0.673,5.0
16914,4.2,85.0,57.0,0.257,0.322,0.418,0.74,3.0
16915,4.1,81.0,48.0,0.264,0.328,0.393,0.721,6.0
16916,7.0,95.0,63.0,0.26,0.321,0.407,0.728,2.0
16917,1.1,10.0,7.0,0.263,0.333,0.432,0.764,7.0
16918,5.2,93.0,59.0,0.258,0.322,0.42,0.742,0.0
16919,4.2,83.0,50.0,0.23,0.31,0.384,0.694,5.0
16920,6.2,97.0,60.0,0.242,0.321,0.424,0.745,4.0
16921,6.0,75.0,53.0,0.249,0.311,0.354,0.665,2.0
16922,5.1,75.0,49.0,0.243,0.303,0.368,0.671,3.0
16923,4.1,73.0,41.0,0.214,0.273,0.342,0.615,3.0
16924,4.1,81.0,58.0,0.226,0.304,0.399,0.702,8.0
16925,5.1,73.0,47.0,0.254,0.328,0.419,0.748,8.0
16926,6.0,78.0,52.0,0.253,0.328,0.418,0.746,6.0
16927,3.2,70.0,45.0,0.248,0.309,0.4,0.709,4.0
16928,4.0,90.0,61.0,0.257,0.341,0.46,0.801,4.0
16929,5.1,86.0,52.0,0.248,0.326,0.414,0.739,4.0
16930,7.0,107.0,68.0,0.239,0.325,0.41,0.735,5.0
16931,5.2,92.0,61.0,0.24,0.326,0.411,0.738,5.0
16932,4.2,88.0,53.0,0.251,0.338,0.458,0.796,8.0
16933,7.0,84.0,62.0,0.241,0.316,0.396,0.713,5.0
16934,5.2,85.0,57.0,0.233,0.312,0.397,0.709,7.0
16935,6.0,89.0,66.0,0.253,0.333,0.414,0.746,3.0
16936,2.0,69.0,46.0,0.264,0.337,0.459,0.796,6.0
16937,3.2,87.0,53.0,0.264,0.334,0.436,0.77,3.0
16938,5.1,85.0,49.0,0.246,0.325,0.403,0.728,4.0
16939,5.0,86.0,55.0,0.24,0.317,0.421,0.738,3.0
16940,5.0,88.0,58.0,0.247,0.302,0.375,0.677,5.0
16941,4.2,87.0,55.0,0.263,0.34,0.454,0.794,3.0
16942,4.2,62.0,42.0,0.239,0.293,0.386,0.679,1.0
16943,3.1,75.0,40.0,0.254,0.328,0.417,0.745,4.0
16944,4.1,84.0,51.0,0.238,0.317,0.407,0.725,3.0
16945,5.2,73.0,51.0,0.254,0.329,0.42,0.748,3.0
16946,3.0,73.0,48.0,0.24,0.327,0.413,0.74,3.0
16947,3.0,60.0,42.0,0.238,0.315,0.416,0.731,2.0
16948,6.2,95.0,57.0,0.241,0.317,0.396,0.714,5.0
16949,6.0,87.0,56.0,0.258,0.333,0.43,0.763,1.0
16950,7.0,84.0,52.0,0.269,0.338,0.491,0.829,1.0
16951,5.2,97.0,62.0,0.261,0.327,0.417,0.745,5.0
16952,3.0,66.0,46.0,0.242,0.32,0.408,0.728,3.0
16953,7.1,84.0,57.0,0.256,0.331,0.443,0.775,1.0
16954,7.0,89.0,62.0,0.253,0.329,0.417,0.746,6.0
16955,5.0,84.0,59.0,0.228,0.305,0.376,0.681,6.0
16956,4.0,82.0,54.0,0.26,0.325,0.424,0.749,6.0
16957,5.2,90.0,58.0,0.222,0.298,0.345,0.643,5.0
16958,4.2,98.0,64.0,0.257,0.328,0.459,0.787,4.0
16959,5.0,87.0,52.0,0.263,0.324,0.411,0.735,0.0
16960,6.0,82.0,56.0,0.257,0.32,0.418,0.738,1.0
16961,5.1,82.0,49.0,0.229,0.311,0.383,0.693,4.0
16962,4.2,93.0,61.0,0.244,0.322,0.428,0.75,6.0
16963,5.0,90.0,54.0,0.255,0.316,0.36,0.676,4.0
16964,4.0,75.0,55.0,0.25,0.309,0.38,0.689,3.0
16965,5.0,83.0,58.0,0.222,0.279,0.351,0.63,2.0
16966,5.0,85.0,47.0,0.222,0.307,0.387,0.694,3.0
16967,6.0,90.0,61.0,0.252,0.31,0.4,0.709,4.0
16968,6.0,96.0,60.0,0.247,0.363,0.503,0.867,4.0
16969,5.0,97.0,59.0,0.225,0.302,0.411,0.713,3.0
16970,4.0,81.0,47.0,0.254,0.329,0.418,0.746,3.0
16971,4.0,78.0,46.0,0.237,0.317,0.405,0.721,5.0
16972,3.0,72.0,42.0,0.248,0.309,0.4,0.709,5.0
16973,6.0,85.0,51.0,0.255,0.32,0.424,0.744,2.0
16974,5.0,86.0,54.0,0.249,0.326,0.415,0.741,6.0
16975,3.2,78.0,42.0,0.27,0.34,0.492,0.831,5.0
16976,5.1,92.0,53.0,0.238,0.315,0.386,0.7,1.0
16977,5.2,94.0,58.0,0.24,0.318,0.403,0.722,6.0
16978,7.0,84.0,45.0,0.264,0.336,0.459,0.796,6.0
16979,4.0,79.0,40.0,0.253,0.329,0.419,0.748,3.0
16980,3.2,74.0,44.0,0.245,0.31,0.369,0.678,2.0
16981,3.0,85.0,50.0,0.261,0.326,0.424,0.75,2.0
16982,6.2,97.0,66.0,0.263,0.327,0.39,0.717,4.0
16983,5.2,96.0,61.0,0.261,0.321,0.407,0.728,8.0
16984,3.1,75.0,41.0,0.263,0.333,0.432,0.764,4.0
16985,4.1,85.0,47.0,0.251,0.37,0.516,0.885,3.0
16986,5.0,83.0,44.0,0.23,0.353,0.437,0.789,3.0
16987,4.1,83.0,51.0,0.247,0.32,0.423,0.744,3.0
16988,3.0,79.0,47.0,0.26,0.337,0.451,0.788,3.0
16989,5.1,88.0,54.0,0.26,0.336,0.454,0.79,3.0
16990,3.2,74.0,37.0,0.259,0.321,0.403,0.724,4.0
16991,4.2,91.0,56.0,0.236,0.317,0.41,0.726,4.0
16992,5.2,85.0,55.0,0.259,0.315,0.383,0.698,5.0
16993,5.2,84.0,45.0,0.242,0.305,0.374,0.68,5.0
16994,5.0,82.0,45.0,0.236,0.32,0.398,0.717,1.0
16995,5.0,82.0,49.0,0.265,0.327,0.411,0.738,6.0
16996,5.0,80.0,50.0,0.262,0.324,0.406,0.731,2.0
16997,2.0,80.0,50.0,0.252,0.315,0.388,0.703,3.0
16998,5.0,80.0,50.0,0.226,0.281,0.329,0.609,1.0
16999,6.0,96.0,59.0,0.244,0.32,0.384,0.704,2.0
17000,7.0,90.0,61.0,0.24,0.31,0.38,0.691,3.0
17001,6.0,80.0,50.0,0.237,0.307,0.38,0.687,7.0
17002,7.2,101.0,62.0,0.225,0.298,0.358,0.655,7.0
17003,5.1,92.0,58.0,0.253,0.337,0.429,0.766,6.0
17004,3.2,84.0,51.0,0.234,0.296,0.359,0.655,5.0
17005,4.0,74.0,44.0,0.245,0.331,0.412,0.743,2.0
17006,5.2,92.0,54.0,0.235,0.313,0.36,0.673,2.0
17007,6.1,80.0,50.0,0.26,0.328,0.418,0.746,6.0
17008,5.0,90.0,61.0,0.239,0.312,0.357,0.669,6.0
17009,4.0,77.0,38.0,0.249,0.336,0.405,0.741,2.0
17010,5.0,80.0,50.0,0.226,0.301,0.318,0.618,3.0
17011,4.1,82.0,53.0,0.268,0.371,0.439,0.81,7.0
17012,5.0,75.0,43.0,0.258,0.348,0.34,0.688,2.0
17013,4.1,83.0,49.0,0.236,0.319,0.399,0.718,2.0
17014,2.0,58.0,30.0,0.247,0.327,0.438,0.765,3.0
17015,4.0,82.0,47.0,0.233,0.304,0.362,0.666,1.0
17016,4.1,84.0,48.0,0.243,0.317,0.423,0.741,3.0
17017,4.2,72.0,47.0,0.25,0.318,0.413,0.731,3.0
17018,6.0,98.0,60.0,0.242,0.302,0.389,0.69,6.0
17019,6.0,103.0,63.0,0.238,0.305,0.38,0.686,5.0
17020,2.0,53.0,39.0,0.249,0.332,0.415,0.747,7.0
17021,4.0,66.0,37.0,0.245,0.313,0.4,0.713,5.0
17022,6.0,80.0,50.0,0.25,0.332,0.419,0.751,1.0
17023,5.1,107.0,73.0,0.235,0.311,0.379,0.689,8.0
17024,4.2,78.0,41.0,0.231,0.307,0.37,0.678,8.0
17025,4.1,99.0,60.0,0.23,0.301,0.379,0.681,3.0
17026,5.0,75.0,42.0,0.238,0.313,0.393,0.706,3.0
17027,4.0,84.0,47.0,0.216,0.305,0.375,0.68,1.0
17028,6.0,94.0,58.0,0.239,0.337,0.405,0.743,6.0
17029,6.0,84.0,48.0,0.234,0.305,0.369,0.674,4.0
17030,6.2,89.0,57.0,0.229,0.302,0.387,0.688,2.0
17031,6.0,89.0,57.0,0.234,0.32,0.374,0.695,6.0
17032,4.1,93.0,55.0,0.232,0.319,0.414,0.732,4.0
17033,5.0,65.0,39.0,0.246,0.321,0.422,0.743,4.0
17034,5.0,76.0,47.0,0.234,0.307,0.395,0.702,3.0
17035,5.0,77.0,51.0,0.252,0.32,0.395,0.716,3.0
17036,5.1,80.0,50.0,0.209,0.285,0.382,0.667,1.0
17037,7.0,81.0,52.0,0.226,0.305,0.345,0.651,4.0
17038,4.0,76.0,45.0,0.247,0.321,0.436,0.757,1.0
17039,3.2,85.0,47.0,0.22,0.316,0.408,0.724,3.0
17040,4.0,75.0,42.0,0.251,0.336,0.376,0.712,4.0
17041,4.0,90.0,53.0,0.225,0.309,0.414,0.723,2.0
17042,1.2,44.0,24.0,0.212,0.309,0.362,0.67,1.0
17043,5.2,88.0,58.0,0.222,0.336,0.333,0.67,2.0
17044,6.0,97.0,58.0,0.247,0.334,0.429,0.763,3.0
17045,6.0,94.0,59.0,0.253,0.334,0.468,0.802,5.0
17046,6.0,99.0,59.0,0.259,0.32,0.421,0.741,5.0
17047,7.0,105.0,59.0,0.222,0.321,0.403,0.723,8.0
17048,5.2,93.0,52.0,0.261,0.327,0.428,0.754,5.0
17049,8.0,109.0,67.0,0.243,0.325,0.413,0.739,6.0
17050,5.0,85.0,52.0,0.219,0.301,0.353,0.654,7.0
17051,7.0,87.0,58.0,0.232,0.314,0.426,0.74,6.0
17052,5.2,84.0,53.0,0.219,0.294,0.325,0.619,5.0
17053,5.0,70.0,43.0,0.277,0.341,0.423,0.764,6.0
17054,5.0,81.0,54.0,0.217,0.274,0.28,0.554,2.0
17055,4.0,57.0,34.0,0.265,0.323,0.424,0.747,2.0
17056,5.0,72.0,41.0,0.241,0.311,0.417,0.729,2.0
17057,4.1,89.0,53.0,0.24,0.299,0.37,0.67,4.0
17058,5.0,80.0,50.0,0.251,0.331,0.45,0.781,3.0
17059,4.2,77.0,44.0,0.251,0.33,0.45,0.78,4.0
17060,4.0,82.0,50.0,0.256,0.325,0.446,0.772,2.0
17061,5.0,80.0,50.0,0.243,0.315,0.405,0.72,3.0
17062,4.0,90.0,56.0,0.251,0.331,0.446,0.776,4.0
17063,5.0,74.0,46.0,0.252,0.332,0.451,0.782,2.0
17064,4.0,100.0,60.0,0.245,0.315,0.423,0.737,1.0
17065,7.0,80.0,50.0,0.259,0.324,0.448,0.773,7.0
17066,6.0,105.0,58.0,0.23,0.297,0.387,0.684,0.0
17067,5.0,80.0,50.0,0.268,0.324,0.432,0.757,5.0
17068,5.1,80.0,50.0,0.264,0.322,0.423,0.745,4.0
17069,4.0,75.0,50.0,0.247,0.327,0.455,0.782,2.0
17070,2.2,72.0,40.0,0.241,0.305,0.425,0.73,4.0
17071,5.0,68.0,41.0,0.224,0.29,0.368,0.658,3.0
17072,5.0,101.0,59.0,0.257,0.315,0.408,0.723,2.0
17073,8.0,108.0,65.0,0.255,0.314,0.4,0.714,3.0
17074,6.0,87.0,56.0,0.273,0.342,0.515,0.856,3.0
17075,3.0,53.0,34.0,0.219,0.292,0.387,0.679,4.0
17076,6.0,92.0,55.0,0.244,0.329,0.405,0.735,2.0
17077,6.1,80.0,50.0,0.254,0.35,0.452,0.802,5.0
17078,7.2,118.0,76.0,0.246,0.325,0.395,0.72,5.0
17079,5.1,96.0,60.0,0.235,0.295,0.407,0.702,5.0
17080,4.2,80.0,50.0,0.268,0.346,0.469,0.815,2.0
17081,5.0,97.0,57.0,0.274,0.362,0.509,0.871,4.0
17082,7.0,94.0,59.0,0.282,0.372,0.529,0.901,2.0
17083,5.2,80.0,50.0,0.294,0.385,0.494,0.878,6.0
17084,5.0,80.0,50.0,0.189,0.267,0.316,0.582,1.0
17085,1.0,15.0,8.0,0.249,0.33,0.442,0.771,1.0
17086,1.0,23.0,10.0,0.242,0.328,0.421,0.749,1.0
17087,1.0,80.0,50.0,0.243,0.319,0.436,0.756,0.0
17088,1.0,80.0,50.0,0.243,0.32,0.434,0.754,2.0
17089,1.0,8.0,8.0,0.269,0.34,0.442,0.783,2.0
17090,1.0,14.0,9.0,0.242,0.329,0.423,0.752,0.0
17091,1.0,14.0,8.0,0.223,0.301,0.383,0.683,1.0
17092,0.1,80.0,50.0,0.23,0.294,0.376,0.67,1.0
17093,1.0,12.0,9.0,0.223,0.3,0.381,0.681,0.0
17094,5.0,80.0,50.0,0.237,0.316,0.402,0.718,1.0
17095,5.0,80.0,50.0,0.25,0.318,0.413,0.731,4.0
17096,5.0,80.0,50.0,0.24,0.318,0.404,0.721,5.0
17097,5.0,80.0,50.0,0.247,0.329,0.412,0.741,5.0
17098,4.1,80.0,50.0,0.246,0.328,0.439,0.767,7.0
17099,3.2,87.0,46.0,0.225,0.297,0.371,0.668,7.0
17100,4.2,80.0,49.0,0.238,0.31,0.369,0.679,3.0
17101,4.1,63.0,42.0,0.24,0.334,0.408,0.742,8.0
17102,1.2,40.0,24.0,0.243,0.306,0.398,0.704,5.0
17103,5.1,89.0,61.0,0.263,0.339,0.476,0.814,2.0
17104,6.0,94.0,60.0,0.262,0.323,0.382,0.705,7.0
17105,5.0,80.0,50.0,0.314,0.394,0.58,0.974,3.0
17106,6.0,80.0,50.0,0.276,0.39,0.472,0.862,3.0
17107,5.0,89.0,61.0,0.241,0.318,0.381,0.699,5.0
17108,6.0,80.0,50.0,0.259,0.321,0.404,0.725,2.0
17109,5.0,95.0,56.0,0.236,0.317,0.411,0.729,2.0
17110,3.2,79.0,55.0,0.253,0.315,0.42,0.736,4.0
17111,5.1,93.0,55.0,0.257,0.328,0.425,0.753,2.0
17112,5.2,95.0,60.0,0.236,0.32,0.396,0.717,3.0
17113,6.0,104.0,72.0,0.22,0.289,0.363,0.652,6.0
17114,5.2,90.0,63.0,0.262,0.324,0.406,0.729,8.0
17115,6.0,93.0,62.0,0.248,0.312,0.441,0.753,2.0
17116,8.0,98.0,68.0,0.246,0.314,0.371,0.685,0.0
17117,5.0,104.0,67.0,0.241,0.317,0.373,0.691,9.0
17118,7.0,107.0,73.0,0.258,0.322,0.402,0.723,3.0
17119,5.0,100.0,60.0,0.237,0.32,0.397,0.717,5.0
17120,5.0,105.0,67.0,0.242,0.319,0.379,0.698,4.0
17121,4.0,85.0,58.0,0.245,0.321,0.385,0.706,4.0
17122,6.0,103.0,67.0,0.251,0.324,0.409,0.732,5.0
17123,5.0,91.0,57.0,0.251,0.317,0.427,0.744,3.0
17124,5.0,108.0,61.0,0.234,0.305,0.372,0.677,4.0
17125,6.0,103.0,62.0,0.237,0.305,0.407,0.713,4.0
17126,6.0,92.0,58.0,0.254,0.339,0.431,0.771,6.0
17127,7.0,98.0,70.0,0.231,0.309,0.373,0.682,3.0
17128,5.0,96.0,62.0,0.242,0.33,0.4,0.73,7.0
17129,6.1,96.0,66.0,0.233,0.31,0.371,0.681,1.0
17130,1.0,13.0,7.0,0.237,0.323,0.377,0.7,5.0
17131,5.0,89.0,59.0,0.245,0.321,0.362,0.682,0.0
17132,5.0,78.0,52.0,0.256,0.343,0.393,0.735,2.0
17133,5.0,83.0,53.0,0.227,0.303,0.314,0.618,4.0
17134,5.0,77.0,47.0,0.227,0.304,0.442,0.746,5.0
17135,3.0,68.0,37.0,0.138,0.306,0.172,0.478,2.0
17136,5.0,80.0,50.0,0.243,0.319,0.436,0.756,4.0
17137,7.0,80.0,50.0,0.269,0.341,0.443,0.783,5.0
17138,6.0,93.0,65.0,0.224,0.302,0.382,0.684,3.0
17139,6.0,94.0,61.0,0.222,0.299,0.38,0.679,6.0
17140,5.0,80.0,50.0,0.239,0.317,0.405,0.722,5.0
17141,6.0,80.0,50.0,0.233,0.303,0.361,0.665,3.0
17142,8.0,105.0,70.0,0.239,0.317,0.402,0.719,5.0
17143,6.2,80.0,50.0,0.248,0.328,0.412,0.74,5.0
17144,7.0,80.0,57.0,0.247,0.329,0.412,0.741,6.0
17145,7.0,99.0,68.0,0.245,0.327,0.439,0.766,5.0
17146,7.0,84.0,61.0,0.225,0.296,0.37,0.666,4.0
17147,5.0,79.0,56.0,0.239,0.31,0.369,0.679,4.0
17148,6.0,79.0,54.0,0.227,0.306,0.396,0.702,1.0
17149,2.0,48.0,32.0,0.236,0.315,0.369,0.685,6.0
17150,4.0,80.0,50.0,0.23,0.304,0.391,0.694,2.0
17151,6.0,99.0,67.0,0.243,0.305,0.397,0.702,4.0
17152,4.0,80.0,50.0,0.244,0.347,0.404,0.751,2.0
17153,7.0,84.0,62.0,0.231,0.302,0.373,0.674,5.0
17154,6.0,85.0,58.0,0.232,0.308,0.37,0.678,9.0
17155,5.0,81.0,52.0,0.235,0.292,0.405,0.697,7.0
17156,7.0,98.0,73.0,0.216,0.31,0.4,0.71,6.0
17157,5.0,80.0,50.0,0.267,0.326,0.403,0.728,7.0
17158,4.2,80.0,50.0,0.203,0.293,0.331,0.624,5.0
17159,5.0,99.0,60.0,0.228,0.289,0.465,0.754,5.0
17160,4.0,91.0,58.0,0.313,0.41,0.594,1.004,4.0
