,IP,Pit,Str,BA,OBP,SLG,OPS,SO
9239,6.2,80.0,50.0,0.138,0.194,0.207,0.4,3.0
9240,6.2,95.0,52.0,0.239,0.318,0.407,0.725,7.0
9241,7.0,98.0,60.0,0.245,0.308,0.409,0.717,3.0
9242,5.0,80.0,50.0,0.247,0.309,0.414,0.723,6.0
9243,6.0,92.0,56.0,0.242,0.324,0.405,0.729,6.0
9244,7.0,85.0,61.0,0.227,0.291,0.373,0.664,4.0
9245,7.0,80.0,50.0,0.221,0.298,0.382,0.68,7.0
9246,6.2,99.0,69.0,0.243,0.302,0.387,0.689,6.0
9247,6.0,100.0,54.0,0.249,0.318,0.41,0.728,5.0
9248,6.2,107.0,66.0,0.245,0.318,0.43,0.749,8.0
9249,5.0,89.0,51.0,0.243,0.326,0.432,0.759,7.0
9250,6.0,99.0,53.0,0.226,0.297,0.372,0.669,6.0
9251,6.1,97.0,64.0,0.257,0.34,0.42,0.761,4.0
9252,4.0,91.0,45.0,0.236,0.323,0.394,0.717,4.0
9253,5.0,80.0,50.0,0.234,0.315,0.404,0.719,5.0
9254,7.0,107.0,62.0,0.228,0.296,0.394,0.69,6.0
9255,6.0,86.0,56.0,0.232,0.302,0.381,0.683,6.0
9256,7.0,108.0,68.0,0.252,0.336,0.401,0.737,6.0
9257,7.0,97.0,56.0,0.243,0.315,0.432,0.747,5.0
9258,7.1,80.0,50.0,0.256,0.316,0.434,0.749,2.0
9259,7.0,102.0,67.0,0.257,0.316,0.438,0.754,8.0
9260,4.0,80.0,50.0,0.238,0.325,0.38,0.705,10.0
9261,6.1,100.0,60.0,0.213,0.284,0.35,0.634,8.0
9262,5.0,82.0,50.0,0.253,0.337,0.471,0.808,11.0
9263,7.0,108.0,76.0,0.242,0.333,0.422,0.755,7.0
9264,7.0,94.0,59.0,0.214,0.293,0.345,0.638,2.0
9265,7.0,113.0,75.0,0.23,0.314,0.406,0.72,8.0
9266,7.2,101.0,71.0,0.266,0.326,0.426,0.752,11.0
9267,6.0,95.0,58.0,0.225,0.305,0.361,0.666,5.0
9268,7.0,103.0,69.0,0.213,0.319,0.364,0.684,5.0
9269,6.1,80.0,50.0,0.225,0.323,0.39,0.713,9.0
9270,4.1,59.0,32.0,0.287,0.385,0.416,0.8,8.0
9271,1.1,14.0,10.0,0.248,0.326,0.423,0.749,1.0
9272,1.0,13.0,8.0,0.249,0.327,0.425,0.752,0.0
9273,1.2,28.0,14.0,0.252,0.325,0.427,0.752,1.0
9274,0.1,17.0,7.0,0.254,0.331,0.435,0.765,1.0
9275,1.2,32.0,20.0,0.236,0.294,0.386,0.68,1.0
9276,3.0,70.0,43.0,0.265,0.323,0.427,0.75,3.0
9277,6.0,102.0,69.0,0.26,0.336,0.455,0.791,2.0
9278,5.0,89.0,55.0,0.223,0.289,0.385,0.674,11.0
9279,6.1,90.0,59.0,0.254,0.334,0.457,0.792,5.0
9280,5.0,89.0,54.0,0.242,0.32,0.452,0.772,4.0
9281,6.0,92.0,54.0,0.246,0.321,0.434,0.755,6.0
9282,6.0,93.0,62.0,0.257,0.341,0.435,0.776,3.0
9283,5.0,91.0,59.0,0.253,0.316,0.405,0.722,8.0
9284,5.0,88.0,49.0,0.227,0.296,0.374,0.67,9.0
9285,7.0,98.0,65.0,0.244,0.316,0.431,0.748,3.0
9286,3.2,67.0,43.0,0.258,0.324,0.498,0.822,12.0
9287,6.0,91.0,60.0,0.212,0.301,0.335,0.637,2.0
9288,5.0,84.0,54.0,0.277,0.345,0.512,0.857,7.0
9289,1.0,17.0,8.0,0.251,0.318,0.45,0.767,2.0
9290,3.1,45.0,30.0,0.292,0.366,0.552,0.917,0.0
9291,5.0,80.0,50.0,0.232,0.306,0.398,0.704,7.0
9292,6.2,86.0,54.0,0.23,0.333,0.468,0.802,3.0
9293,8.0,107.0,73.0,0.256,0.328,0.414,0.743,5.0
9294,5.0,93.0,59.0,0.237,0.313,0.389,0.702,9.0
9295,7.0,106.0,72.0,0.236,0.316,0.378,0.694,4.0
9296,6.0,104.0,69.0,0.235,0.302,0.378,0.68,9.0
9297,6.0,92.0,58.0,0.233,0.299,0.378,0.677,7.0
9298,7.2,100.0,66.0,0.26,0.331,0.448,0.779,7.0
9299,4.0,86.0,54.0,0.262,0.327,0.433,0.76,11.0
9300,6.0,99.0,66.0,0.262,0.318,0.401,0.719,4.0
9301,7.0,105.0,64.0,0.237,0.294,0.387,0.682,6.0
9302,7.0,91.0,63.0,0.254,0.327,0.445,0.772,3.0
9303,7.0,110.0,74.0,0.249,0.318,0.418,0.736,8.0
9304,6.1,99.0,66.0,0.232,0.293,0.372,0.665,5.0
9305,6.0,102.0,66.0,0.253,0.313,0.403,0.716,10.0
9306,7.1,103.0,70.0,0.247,0.325,0.397,0.722,11.0
9307,6.0,98.0,67.0,0.252,0.326,0.424,0.75,5.0
9308,4.2,107.0,74.0,0.272,0.341,0.454,0.794,5.0
9309,7.1,105.0,70.0,0.227,0.308,0.38,0.688,7.0
9310,6.0,95.0,67.0,0.24,0.319,0.394,0.713,8.0
9311,6.0,101.0,68.0,0.26,0.333,0.426,0.759,8.0
9312,6.0,80.0,50.0,0.244,0.332,0.462,0.794,6.0
9313,6.0,100.0,62.0,0.221,0.315,0.385,0.699,5.0
9314,5.0,99.0,63.0,0.252,0.33,0.426,0.756,9.0
9315,6.0,104.0,70.0,0.258,0.33,0.409,0.74,2.0
9316,5.0,95.0,63.0,0.274,0.347,0.51,0.857,6.0
9317,5.0,95.0,61.0,0.276,0.348,0.521,0.869,4.0
9318,6.0,108.0,69.0,0.228,0.308,0.342,0.65,6.0
9319,6.2,92.0,69.0,0.258,0.336,0.433,0.769,8.0
9320,5.2,96.0,62.0,0.259,0.332,0.403,0.734,8.0
9321,9.0,109.0,73.0,0.23,0.294,0.37,0.664,4.0
9322,7.0,97.0,64.0,0.238,0.328,0.348,0.675,10.0
9323,6.1,103.0,68.0,0.268,0.309,0.431,0.74,3.0
9324,6.0,95.0,56.0,0.133,0.212,0.133,0.345,8.0
9325,6.1,92.0,58.0,0.26,0.326,0.427,0.753,9.0
9326,6.0,103.0,62.0,0.258,0.321,0.411,0.731,4.0
9327,5.0,94.0,58.0,0.235,0.316,0.411,0.728,8.0
9328,6.0,80.0,50.0,0.259,0.32,0.411,0.732,8.0
9329,6.2,80.0,50.0,0.248,0.318,0.407,0.725,10.0
9330,7.0,97.0,61.0,0.228,0.294,0.381,0.676,14.0
9331,7.1,80.0,50.0,0.215,0.279,0.343,0.622,4.0
9332,6.0,106.0,68.0,0.263,0.325,0.432,0.756,11.0
9333,6.0,104.0,66.0,0.238,0.307,0.376,0.683,5.0
9334,7.0,80.0,50.0,0.232,0.315,0.383,0.697,6.0
9335,6.0,103.0,69.0,0.234,0.316,0.387,0.703,8.0
9336,6.0,100.0,71.0,0.246,0.309,0.378,0.687,8.0
9337,6.0,112.0,80.0,0.234,0.302,0.389,0.691,9.0
9338,7.0,103.0,70.0,0.256,0.318,0.41,0.728,6.0
9339,7.0,113.0,75.0,0.239,0.308,0.377,0.685,12.0
9340,6.0,94.0,59.0,0.259,0.323,0.413,0.736,11.0
9341,6.0,107.0,63.0,0.244,0.308,0.381,0.689,7.0
9342,7.0,106.0,70.0,0.239,0.317,0.42,0.737,6.0
9343,7.1,111.0,71.0,0.231,0.295,0.369,0.664,8.0
9344,6.0,92.0,62.0,0.232,0.296,0.375,0.671,12.0
9345,2.1,70.0,45.0,0.251,0.324,0.41,0.735,7.0
9346,7.0,102.0,73.0,0.221,0.281,0.323,0.604,3.0
9347,6.0,105.0,63.0,0.237,0.298,0.385,0.682,9.0
9348,8.0,110.0,77.0,0.229,0.299,0.35,0.648,10.0
9349,7.0,97.0,70.0,0.226,0.297,0.344,0.641,11.0
9350,6.1,97.0,71.0,0.226,0.283,0.355,0.637,5.0
9351,6.1,114.0,76.0,0.222,0.288,0.343,0.631,9.0
9352,6.0,80.0,50.0,0.209,0.285,0.309,0.593,10.0
9353,6.2,92.0,66.0,0.264,0.326,0.423,0.749,6.0
9354,1.2,68.0,37.0,0.196,0.294,0.301,0.596,9.0
9355,5.2,85.0,54.0,0.25,0.297,0.466,0.762,3.0
9356,4.0,80.0,50.0,0.231,0.302,0.359,0.661,6.0
9357,6.0,94.0,59.0,0.262,0.329,0.451,0.78,6.0
9358,5.2,104.0,75.0,0.237,0.304,0.408,0.712,6.0
9359,5.0,108.0,62.0,0.24,0.305,0.407,0.712,7.0
9360,3.2,70.0,46.0,0.264,0.328,0.458,0.786,7.0
9361,7.0,116.0,78.0,0.249,0.311,0.416,0.727,2.0
9362,6.0,104.0,70.0,0.235,0.315,0.405,0.72,15.0
9363,6.0,97.0,65.0,0.243,0.317,0.425,0.742,9.0
9364,5.2,90.0,59.0,0.25,0.311,0.418,0.73,6.0
9365,5.1,105.0,67.0,0.233,0.316,0.403,0.719,9.0
9366,5.0,104.0,66.0,0.258,0.321,0.444,0.765,10.0
9367,6.0,96.0,63.0,0.257,0.321,0.438,0.758,8.0
9368,9.0,129.0,83.0,0.269,0.344,0.437,0.78,11.0
9369,3.1,80.0,49.0,0.231,0.31,0.372,0.682,12.0
9370,5.0,89.0,59.0,0.258,0.318,0.437,0.756,6.0
9371,7.0,80.0,50.0,0.244,0.307,0.389,0.696,6.0
9372,8.0,104.0,70.0,0.261,0.325,0.449,0.773,6.0
9373,6.0,94.0,66.0,0.243,0.315,0.426,0.741,4.0
9374,5.0,92.0,61.0,0.229,0.316,0.394,0.711,9.0
9375,6.0,103.0,67.0,0.225,0.294,0.356,0.65,7.0
9376,7.0,95.0,62.0,0.257,0.343,0.406,0.749,5.0
9377,5.0,89.0,58.0,0.241,0.311,0.395,0.705,7.0
9378,8.0,106.0,73.0,0.217,0.298,0.361,0.658,7.0
9379,7.0,97.0,71.0,0.254,0.316,0.41,0.726,12.0
9380,6.0,87.0,61.0,0.199,0.257,0.345,0.602,4.0
9381,7.0,111.0,75.0,0.202,0.281,0.366,0.648,12.0
9382,6.1,109.0,74.0,0.221,0.303,0.375,0.678,11.0
9383,6.0,98.0,65.0,0.216,0.292,0.344,0.636,10.0
9384,7.0,97.0,71.0,0.254,0.304,0.333,0.637,8.0
9385,5.1,97.0,62.0,0.222,0.263,0.333,0.596,13.0
9386,7.0,95.0,64.0,0.251,0.323,0.435,0.758,7.0
9387,7.0,114.0,74.0,0.262,0.326,0.442,0.768,8.0
9388,6.0,101.0,67.0,0.261,0.327,0.442,0.769,9.0
9389,5.0,103.0,65.0,0.249,0.34,0.44,0.78,10.0
9390,5.0,103.0,62.0,0.259,0.325,0.453,0.778,7.0
9391,6.2,109.0,78.0,0.248,0.336,0.441,0.776,9.0
9392,7.0,95.0,66.0,0.252,0.313,0.418,0.731,10.0
9393,4.2,107.0,66.0,0.205,0.304,0.353,0.657,8.0
9394,6.0,91.0,58.0,0.239,0.346,0.44,0.786,10.0
9395,6.2,102.0,69.0,0.233,0.318,0.414,0.731,4.0
9396,5.0,75.0,46.0,0.063,0.167,0.25,0.417,7.0
9397,7.0,101.0,63.0,0.239,0.318,0.429,0.747,10.0
9398,8.0,101.0,73.0,0.247,0.318,0.428,0.746,14.0
9399,8.0,101.0,70.0,0.245,0.308,0.4,0.708,10.0
9400,8.0,96.0,68.0,0.239,0.317,0.432,0.749,11.0
9401,6.0,105.0,65.0,0.248,0.329,0.44,0.768,15.0
9402,6.2,112.0,78.0,0.252,0.325,0.428,0.752,14.0
9403,7.0,80.0,50.0,0.235,0.292,0.385,0.677,14.0
9404,6.0,103.0,69.0,0.267,0.325,0.456,0.781,12.0
9405,7.0,95.0,65.0,0.248,0.322,0.426,0.749,10.0
9406,7.0,101.0,65.0,0.243,0.317,0.41,0.727,4.0
9407,7.0,106.0,67.0,0.249,0.322,0.449,0.771,7.0
9408,7.0,109.0,76.0,0.262,0.338,0.444,0.782,11.0
9409,6.0,101.0,74.0,0.255,0.329,0.448,0.777,11.0
9410,7.0,110.0,70.0,0.258,0.335,0.435,0.77,13.0
9411,7.0,80.0,50.0,0.244,0.323,0.449,0.772,9.0
9412,6.0,104.0,69.0,0.263,0.32,0.416,0.735,10.0
9413,6.0,94.0,64.0,0.234,0.305,0.407,0.712,3.0
9414,6.0,100.0,64.0,0.221,0.288,0.38,0.668,8.0
9415,7.0,113.0,80.0,0.237,0.297,0.402,0.699,10.0
9416,6.0,104.0,67.0,0.244,0.318,0.434,0.752,14.0
9417,6.0,99.0,69.0,0.258,0.348,0.459,0.807,4.0
9418,5.0,92.0,62.0,0.25,0.313,0.406,0.719,12.0
9419,5.0,99.0,62.0,0.254,0.34,0.425,0.765,7.0
9420,6.0,97.0,68.0,0.245,0.331,0.443,0.773,7.0
9421,6.1,107.0,77.0,0.245,0.317,0.429,0.746,12.0
9422,7.0,104.0,71.0,0.257,0.325,0.495,0.82,9.0
9423,7.0,103.0,63.0,0.21,0.302,0.326,0.628,11.0
9424,4.1,104.0,68.0,0.247,0.333,0.446,0.779,10.0
9425,6.0,101.0,64.0,0.277,0.346,0.526,0.872,8.0
9426,7.0,99.0,64.0,0.257,0.356,0.476,0.831,11.0
9427,6.0,105.0,70.0,0.23,0.332,0.449,0.781,6.0
9428,6.0,101.0,71.0,0.161,0.212,0.274,0.486,9.0
9429,8.0,96.0,65.0,0.243,0.322,0.415,0.737,5.0
9430,6.0,89.0,66.0,0.258,0.323,0.428,0.751,8.0
9431,7.0,94.0,72.0,0.225,0.301,0.375,0.676,5.0
9432,7.0,100.0,64.0,0.266,0.336,0.454,0.79,7.0
9433,6.0,88.0,65.0,0.228,0.303,0.404,0.707,6.0
9434,5.0,98.0,65.0,0.234,0.301,0.379,0.679,3.0
9435,6.0,96.0,67.0,0.262,0.328,0.433,0.761,7.0
9436,5.0,94.0,59.0,0.262,0.317,0.402,0.719,9.0
9437,6.0,95.0,69.0,0.254,0.328,0.443,0.771,2.0
9438,7.0,97.0,59.0,0.231,0.303,0.406,0.709,7.0
9439,5.1,103.0,74.0,0.26,0.318,0.399,0.718,4.0
9440,6.0,98.0,63.0,0.23,0.302,0.406,0.708,5.0
9441,8.0,100.0,76.0,0.238,0.296,0.391,0.687,6.0
9442,5.0,104.0,59.0,0.244,0.331,0.454,0.786,7.0
9443,6.0,98.0,54.0,0.235,0.324,0.401,0.726,6.0
9444,7.0,102.0,69.0,0.249,0.325,0.409,0.734,2.0
9445,5.0,100.0,59.0,0.226,0.303,0.372,0.675,6.0
9446,7.0,94.0,59.0,0.245,0.313,0.398,0.712,5.0
9447,6.0,107.0,68.0,0.232,0.3,0.416,0.716,5.0
9448,3.0,82.0,45.0,0.265,0.335,0.471,0.805,6.0
9449,6.0,117.0,77.0,0.266,0.332,0.422,0.755,3.0
9450,5.0,79.0,52.0,0.259,0.32,0.404,0.723,8.0
9451,8.0,98.0,65.0,0.228,0.3,0.343,0.642,2.0
9452,5.0,96.0,64.0,0.275,0.349,0.509,0.858,5.0
9453,7.0,104.0,62.0,0.243,0.319,0.367,0.686,3.0
9454,5.0,79.0,52.0,0.225,0.291,0.352,0.643,7.0
9455,7.0,101.0,71.0,0.229,0.304,0.384,0.688,10.0
9456,6.0,93.0,70.0,0.235,0.304,0.386,0.69,8.0
9457,5.0,79.0,51.0,0.216,0.28,0.345,0.626,4.0
9458,3.0,60.0,39.0,0.237,0.305,0.391,0.696,9.0
9459,6.0,91.0,62.0,0.249,0.318,0.41,0.729,6.0
9460,7.0,103.0,71.0,0.26,0.313,0.387,0.7,10.0
9461,6.0,92.0,65.0,0.24,0.302,0.397,0.699,4.0
9462,6.0,96.0,63.0,0.251,0.314,0.386,0.7,7.0
9463,7.2,94.0,65.0,0.235,0.317,0.387,0.704,5.0
9464,7.0,101.0,67.0,0.235,0.318,0.388,0.706,5.0
9465,6.0,106.0,73.0,0.211,0.272,0.331,0.602,9.0
9466,6.0,80.0,50.0,0.24,0.307,0.378,0.685,10.0
9467,8.0,101.0,74.0,0.256,0.327,0.398,0.725,8.0
9468,7.0,102.0,65.0,0.244,0.326,0.439,0.765,6.0
9469,3.2,81.0,59.0,0.252,0.307,0.378,0.685,3.0
9470,7.0,93.0,66.0,0.244,0.315,0.396,0.711,3.0
9471,7.0,108.0,75.0,0.237,0.319,0.385,0.704,5.0
9472,7.0,95.0,62.0,0.212,0.278,0.328,0.606,12.0
9473,6.0,99.0,68.0,0.235,0.316,0.383,0.699,6.0
9474,6.0,95.0,67.0,0.222,0.287,0.353,0.64,6.0
9475,5.0,107.0,64.0,0.253,0.318,0.367,0.685,8.0
9476,8.0,89.0,63.0,0.235,0.314,0.383,0.696,5.0
9477,6.2,101.0,73.0,0.231,0.317,0.374,0.691,5.0
9478,7.0,91.0,64.0,0.223,0.29,0.337,0.627,3.0
9479,6.0,85.0,65.0,0.249,0.309,0.412,0.721,8.0
9480,8.0,87.0,64.0,0.206,0.308,0.345,0.653,5.0
9481,5.0,80.0,47.0,0.24,0.291,0.365,0.656,8.0
9482,5.0,92.0,61.0,0.249,0.327,0.425,0.752,12.0
9483,6.0,87.0,56.0,0.247,0.318,0.429,0.747,5.0
9484,6.0,106.0,68.0,0.249,0.327,0.449,0.775,8.0
9485,7.0,102.0,74.0,0.24,0.318,0.434,0.752,11.0
9486,9.0,120.0,79.0,0.236,0.303,0.424,0.728,7.0
9487,5.1,87.0,59.0,0.252,0.325,0.427,0.752,14.0
9488,9.0,99.0,75.0,0.235,0.292,0.385,0.678,4.0
9489,7.0,80.0,50.0,0.246,0.321,0.443,0.764,11.0
9490,5.0,109.0,76.0,0.246,0.307,0.41,0.717,11.0
9491,6.0,98.0,61.0,0.242,0.319,0.439,0.759,11.0
9492,7.0,105.0,71.0,0.248,0.322,0.424,0.747,10.0
9493,6.0,101.0,62.0,0.248,0.321,0.445,0.765,13.0
9494,6.0,116.0,80.0,0.251,0.325,0.445,0.77,11.0
9495,6.0,95.0,67.0,0.252,0.327,0.445,0.772,12.0
9496,7.0,102.0,75.0,0.259,0.336,0.438,0.774,7.0
9497,5.0,100.0,61.0,0.244,0.324,0.45,0.774,6.0
9498,7.0,107.0,69.0,0.259,0.335,0.453,0.788,5.0
9499,7.0,110.0,83.0,0.232,0.304,0.406,0.71,9.0
9500,7.0,100.0,75.0,0.253,0.332,0.458,0.79,8.0
9501,6.1,80.0,50.0,0.241,0.32,0.448,0.768,15.0
9502,8.0,114.0,77.0,0.245,0.319,0.432,0.751,7.0
9503,7.0,103.0,75.0,0.256,0.339,0.432,0.771,8.0
9504,8.0,101.0,74.0,0.249,0.313,0.401,0.713,6.0
9505,7.0,101.0,71.0,0.223,0.293,0.372,0.665,12.0
9506,7.0,101.0,66.0,0.244,0.332,0.442,0.774,9.0
9507,6.1,100.0,67.0,0.24,0.321,0.409,0.73,8.0
9508,6.0,100.0,66.0,0.262,0.328,0.507,0.835,7.0
9509,8.0,98.0,69.0,0.267,0.332,0.493,0.826,7.0
9510,7.0,107.0,71.0,0.244,0.331,0.441,0.772,8.0
9511,6.0,105.0,76.0,0.284,0.355,0.537,0.892,8.0
9512,6.0,111.0,71.0,0.265,0.366,0.493,0.859,11.0
9513,4.0,94.0,55.0,0.241,0.342,0.475,0.817,6.0
9514,7.0,102.0,74.0,0.129,0.206,0.258,0.464,4.0
9515,6.0,94.0,57.0,0.257,0.341,0.458,0.798,7.0
9516,6.0,94.0,54.0,0.247,0.325,0.412,0.737,5.0
9517,6.2,104.0,60.0,0.241,0.295,0.392,0.687,7.0
9518,7.0,79.0,48.0,0.24,0.295,0.39,0.685,5.0
9519,4.1,100.0,62.0,0.228,0.304,0.401,0.705,1.0
9520,4.2,97.0,61.0,0.254,0.33,0.42,0.751,10.0
9521,2.2,67.0,45.0,0.239,0.317,0.417,0.734,7.0
9522,6.0,94.0,59.0,0.237,0.315,0.414,0.729,3.0
9523,5.0,92.0,57.0,0.254,0.327,0.445,0.772,8.0
9524,6.0,88.0,59.0,0.264,0.321,0.399,0.719,3.0
9525,5.0,95.0,58.0,0.234,0.323,0.405,0.728,2.0
9526,5.1,75.0,54.0,0.231,0.311,0.388,0.699,5.0
9527,2.0,20.0,12.0,0.259,0.326,0.415,0.741,5.0
9528,5.0,70.0,42.0,0.219,0.299,0.349,0.648,0.0
9529,1.2,41.0,27.0,0.274,0.343,0.459,0.802,5.0
9530,5.1,88.0,55.0,0.231,0.309,0.403,0.712,2.0
9531,6.0,100.0,63.0,0.233,0.297,0.378,0.675,9.0
9532,3.1,89.0,57.0,0.264,0.334,0.467,0.801,8.0
9533,5.0,75.0,52.0,0.255,0.32,0.416,0.736,2.0
9534,5.0,89.0,58.0,0.241,0.298,0.39,0.688,3.0
9535,2.0,40.0,29.0,0.239,0.314,0.392,0.707,1.0
9536,1.0,13.0,9.0,0.239,0.317,0.407,0.724,2.0
9537,0.1,37.0,22.0,0.275,0.343,0.501,0.844,1.0
9538,5.0,96.0,60.0,0.275,0.344,0.501,0.845,0.0
9539,6.0,94.0,53.0,0.241,0.327,0.411,0.738,3.0
9540,6.0,88.0,61.0,0.249,0.323,0.434,0.757,1.0
9541,5.2,93.0,57.0,0.239,0.315,0.389,0.703,5.0
9542,3.1,74.0,47.0,0.26,0.32,0.403,0.724,4.0
9543,9.0,124.0,76.0,0.257,0.317,0.399,0.716,1.0
9544,8.0,101.0,72.0,0.265,0.321,0.4,0.721,5.0
9545,5.0,88.0,57.0,0.257,0.333,0.452,0.785,5.0
9546,7.0,89.0,59.0,0.232,0.293,0.372,0.665,7.0
9547,6.2,97.0,61.0,0.231,0.311,0.388,0.699,3.0
9548,5.0,60.0,40.0,0.22,0.298,0.35,0.649,7.0
9549,5.0,95.0,63.0,0.256,0.317,0.403,0.72,4.0
9550,5.0,86.0,54.0,0.232,0.31,0.403,0.713,4.0
9551,6.0,93.0,58.0,0.232,0.296,0.376,0.672,4.0
9552,6.0,94.0,61.0,0.264,0.334,0.467,0.801,7.0
9553,6.2,86.0,57.0,0.264,0.329,0.436,0.765,3.0
9554,7.0,85.0,58.0,0.239,0.296,0.386,0.683,3.0
9555,6.2,95.0,65.0,0.239,0.296,0.385,0.681,6.0
9556,5.2,85.0,58.0,0.227,0.29,0.382,0.672,4.0
9557,6.0,99.0,64.0,0.239,0.32,0.397,0.717,5.0
9558,7.0,98.0,77.0,0.225,0.3,0.331,0.632,7.0
9559,7.0,96.0,67.0,0.241,0.33,0.395,0.725,3.0
9560,5.0,100.0,63.0,0.247,0.325,0.406,0.731,1.0
9561,5.0,68.0,45.0,0.248,0.343,0.426,0.769,5.0
9562,4.0,79.0,52.0,0.247,0.331,0.437,0.768,4.0
9563,5.0,102.0,64.0,0.217,0.282,0.348,0.63,7.0
9564,5.0,99.0,60.0,0.242,0.304,0.4,0.704,8.0
9565,5.0,89.0,52.0,0.229,0.313,0.39,0.703,7.0
9566,5.2,85.0,48.0,0.244,0.318,0.418,0.736,6.0
9567,3.0,69.0,46.0,0.238,0.317,0.42,0.737,2.0
9568,3.0,85.0,50.0,0.234,0.32,0.381,0.701,3.0
9569,5.0,96.0,55.0,0.236,0.319,0.382,0.701,5.0
9570,6.1,96.0,63.0,0.264,0.335,0.406,0.741,3.0
9571,5.2,102.0,60.0,0.246,0.313,0.41,0.723,4.0
9572,6.2,80.0,50.0,0.235,0.304,0.383,0.687,9.0
9573,6.0,84.0,57.0,0.206,0.274,0.317,0.591,2.0
9574,7.0,99.0,63.0,0.201,0.269,0.312,0.58,5.0
9575,4.2,89.0,57.0,0.252,0.318,0.368,0.685,3.0
9576,8.1,80.0,50.0,0.218,0.271,0.351,0.622,7.0
9577,6.0,93.0,49.0,0.256,0.321,0.408,0.729,2.0
9578,3.1,79.0,46.0,0.215,0.301,0.385,0.686,3.0
9579,6.0,89.0,58.0,0.207,0.25,0.326,0.576,2.0
9580,5.2,80.0,53.0,0.224,0.299,0.372,0.671,2.0
9581,4.1,74.0,52.0,0.246,0.318,0.428,0.746,5.0
9582,2.2,69.0,43.0,0.248,0.326,0.413,0.739,7.0
9583,1.1,21.0,9.0,0.228,0.303,0.405,0.708,1.0
9584,5.0,98.0,62.0,0.228,0.304,0.403,0.707,0.0
9585,5.0,83.0,57.0,0.25,0.312,0.378,0.691,6.0
9586,3.0,71.0,43.0,0.239,0.316,0.418,0.734,3.0
9587,4.2,76.0,48.0,0.264,0.32,0.397,0.717,2.0
9588,4.2,97.0,64.0,0.273,0.343,0.458,0.801,6.0
9589,5.0,96.0,58.0,0.231,0.31,0.403,0.713,5.0
9590,6.0,107.0,69.0,0.23,0.311,0.399,0.71,4.0
9591,4.1,62.0,37.0,0.263,0.329,0.437,0.766,9.0
9592,4.2,105.0,59.0,0.258,0.323,0.421,0.744,4.0
9593,4.1,82.0,50.0,0.272,0.34,0.45,0.79,4.0
9594,4.0,80.0,50.0,0.241,0.298,0.389,0.687,5.0
9595,2.0,62.0,41.0,0.263,0.324,0.382,0.706,4.0
9596,2.2,59.0,40.0,0.225,0.304,0.371,0.675,1.0
9597,5.2,92.0,56.0,0.224,0.301,0.331,0.633,3.0
9598,6.0,83.0,58.0,0.241,0.33,0.395,0.725,5.0
9599,5.2,86.0,60.0,0.254,0.335,0.42,0.755,2.0
9600,4.0,72.0,45.0,0.246,0.34,0.422,0.762,6.0
9601,5.2,94.0,65.0,0.251,0.334,0.442,0.776,4.0
9602,1.2,47.0,22.0,0.263,0.342,0.484,0.826,7.0
9603,5.1,72.0,47.0,0.278,0.375,0.495,0.87,0.0
9604,6.1,93.0,62.0,0.254,0.31,0.378,0.688,4.0
9605,6.0,82.0,50.0,0.238,0.303,0.371,0.673,4.0
9606,3.2,75.0,44.0,0.216,0.297,0.375,0.672,3.0
9607,5.0,93.0,65.0,0.258,0.319,0.414,0.733,2.0
9608,7.0,94.0,63.0,0.233,0.293,0.384,0.677,4.0
9609,5.2,86.0,59.0,0.252,0.322,0.42,0.742,6.0
9610,6.0,83.0,52.0,0.245,0.321,0.427,0.748,2.0
9611,5.2,91.0,57.0,0.251,0.329,0.403,0.732,7.0
9612,4.0,90.0,55.0,0.244,0.325,0.391,0.717,4.0
9613,5.1,78.0,59.0,0.237,0.302,0.383,0.685,3.0
9614,6.0,93.0,57.0,0.204,0.269,0.315,0.584,4.0
9615,5.0,87.0,55.0,0.22,0.296,0.384,0.68,2.0
9616,5.0,90.0,55.0,0.237,0.324,0.389,0.713,3.0
9617,5.0,73.0,45.0,0.266,0.331,0.421,0.753,3.0
9618,5.0,90.0,57.0,0.249,0.318,0.403,0.721,5.0
9619,6.0,79.0,54.0,0.259,0.314,0.391,0.705,6.0
9620,7.0,87.0,52.0,0.235,0.304,0.388,0.692,5.0
9621,5.0,68.0,43.0,0.243,0.307,0.378,0.685,4.0
9622,4.1,85.0,61.0,0.228,0.294,0.381,0.675,2.0
9623,4.2,78.0,50.0,0.231,0.313,0.386,0.698,2.0
9624,3.0,68.0,43.0,0.244,0.307,0.399,0.706,4.0
9625,6.0,96.0,65.0,0.227,0.295,0.378,0.673,3.0
9626,5.0,97.0,62.0,0.259,0.313,0.388,0.7,2.0
9627,7.0,84.0,60.0,0.252,0.314,0.386,0.7,2.0
9628,5.0,66.0,47.0,0.251,0.321,0.417,0.739,2.0
9629,4.0,69.0,46.0,0.268,0.331,0.442,0.773,5.0
9630,3.0,40.0,23.0,0.253,0.323,0.419,0.742,1.0
9631,1.0,80.0,50.0,0.247,0.311,0.381,0.692,0.0
9632,3.1,40.0,31.0,0.243,0.309,0.378,0.687,1.0
9633,0.1,13.0,9.0,0.255,0.31,0.378,0.689,0.0
9634,3.1,32.0,24.0,0.242,0.307,0.377,0.683,1.0
9635,2.0,22.0,14.0,0.238,0.303,0.373,0.676,0.0
9636,2.0,80.0,50.0,0.213,0.294,0.372,0.666,1.0
9637,1.2,21.0,16.0,0.258,0.32,0.413,0.732,1.0
